OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,LOCALGOVERNMENTAREA_LGA,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
275,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,275,Woorabinda Aboriginal Shire Council,Operational,Woorabinda (S),112 Munns Drive,Woorabinda,Queensland,1,20150206,,-24.133999,149.45556
276,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,276,Wujal Wujal Aboriginal Shire Council,Operational,Wujal Wujal (S),Hartwig Street,Wujal Wujal,Queensland,2,20150206,,-15.9451569999999,145.318752
277,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,277,Yarrabah Aboriginal Shire Council,Operational,Yarrabah (S),56 Sawmill Road,Yarrabah,Queensland,1,20150206,,-16.90762,145.866578
278,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,278,Adelaide City Council,Operational,Adelaide (C),25 Pirie Street,Adelaide,South Australia,5,20150209,,-34.9259079999999,138.600798
279,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,279,Adelaide Hills Council - Gumeracha Office,Operational,Adelaide Hills (DC),45 Albert Street,Gumeracha,South Australia,3,20150209,,-34.821952,138.885931
280,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,280,Adelaide Hills Council - Stirling Office,Operational,Adelaide Hills (DC),63 Mount Barker Road,Stirling,South Australia,5,20150209,,-35.00553,138.717583
281,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,281,Adelaide Hills Council - Woodside Office,Operational,Adelaide Hills (DC),28 Onkaparinga Valley Road,Woodside,South Australia,5,20150209,,-34.953615,138.87517
282,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,282,Alexandrina Council,Operational,Alexandrina (DC),11 Cadell Street,Goolwa,South Australia,5,20150209,,-35.5019119999999,138.782451
283,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,283,The Barossa Council,Operational,Barossa (DC),43-51 Tanunda Road,Nuriootpa,South Australia,5,20150209,,-34.481488,138.992461
284,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,284,District Council of Barunga West,Operational,Barunga West (DC),11 Bay Street,Port Broughton,South Australia,5,20150209,,-33.600117,137.931882
285,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,285,Berri Barmera Council,Operational,Berri and Barmera (DC),19 Wilson Street,Berri,South Australia,5,20141205,,-34.2856859999999,140.600643
286,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,286,City of Burnside,Operational,Burnside (C),401 Greenhill Road,Tusmore,South Australia,5,20150212,,-34.938389,138.643411
287,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,287,Campbelltown City Council,Operational,Campbelltown (C),172 Montacute Road,Rostrevor,South Australia,5,20150212,,-34.8887779999999,138.677174
288,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,288,District Council of Ceduna,Operational,Ceduna (DC),44 O'Loughlin Terrace,Ceduna,South Australia,5,20150212,,-32.124943,133.672613
289,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,289,City of Charles Sturt,Operational,Charles Sturt (C),72 Woodville Road,Woodville,South Australia,5,20150212,,-34.878659,138.537538
290,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,290,Clare and Gilbert Valleys Council,Operational,Clare and Gilbert Valleys (DC),4 Gleeson Street,Clare,South Australia,5,20150212,,-33.8345689999999,138.612016
291,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,291,District Council of Cleve,Operational,Cleve (DC),10 Main Street,Cleve,South Australia,5,20150212,,-33.701582,136.495612
292,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,292,District Council of Coober Pedy,Operational,Coober Pedy (DC),Hutchison Street,Coober Pedy,South Australia,5,20150212,,-29.014845,134.755666
293,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,293,Coorong District Council,Operational,The Coorong (DC),95-101 Railway Terrace,Tailem Bend,South Australia,3,20150212,,-35.2546149999999,139.454789
294,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,294,District Council of the Copper Coast,Operational,Copper Coast (DC),51 Taylor Street,Kadina,South Australia,5,20150212,,-33.961765,137.714894
295,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,295,District Council of Elliston,Operational,Elliston (DC),21 Beach Terrace,Elliston,South Australia,5,20150212,,-33.647659,134.887339
296,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,296,The Flinders Ranges Council,Operational,Flinders Ranges (DC),1 Seventh Street,Quorn,South Australia,5,20150212,,-32.345767,138.041954
297,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,297,District Council of Franklin Harbour,Operational,Franklin Harbour (DC),6 Main Street,Cowell,South Australia,5,20150212,,-33.6841909999999,136.926258
298,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,298,Gawler Town Council,Operational,Gawler (T),89 Murray Street,Gawler,South Australia,5,20150212,,-34.5994229999999,138.74952
299,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,299,Regional Council of Goyder - Headquarters,Operational,Goyder (DC),1 Market Square,Burra,South Australia,5,20150212,,-33.681746,138.939355
300,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,300,Regional Council of Goyder - Eudunda Office,Operational,Goyder (DC),25 Bruce Street,Eudunda,South Australia,5,20150212,,-34.1708159999999,139.084289
301,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,301,District Council of Grant,Operational,Grant (DC),324 Commercial Street West,Mount Gambier,South Australia,5,20150212,,-37.81931,140.752873
302,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,302,City of Holdfast Bay,Operational,Holdfast Bay (C),24 Jetty Road,Brighton,South Australia,5,20150212,,-35.016806,138.519832
303,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,303,Kangaroo Island Council,Operational,Kangaroo Island (DC),43 Dauncey Street,Kingscote,South Australia,5,20150212,,-35.655966,137.638788
304,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,304,District Council of Karoonda East Murray,Operational,Karoonda East Murray (DC),11 Railway Terrace,Karoonda,South Australia,5,20150212,,-35.094737,139.894984
305,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,305,District Council of Kimba,Operational,Kimba (DC),Cross Street,Kimba,South Australia,5,20150212,,-33.138609,136.418431
306,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,306,Kingston District Council,Operational,Kingston (DC),29 Holland Street,Kingston,South Australia,5,20150212,,-36.830052,139.85312
307,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,307,Wudinna District Council,Operational,Wudinna (DC),11 Burton Terrace,Wudinna,South Australia,5,20150212,,-33.046462,135.460295
308,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,308,Light Regional Council,Operational,Light (RegC),93 Main Street,Kapunda,South Australia,5,20150212,,-34.3424649999999,138.913787
309,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,309,District Council of Lower Eyre Peninsula,Operational,Lower Eyre Peninsula (DC),32 Railway Terrace,Cummins,South Australia,5,20150212,,-34.26382,135.727972
310,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,310,District Council of Loxton Waikerie,Operational,Loxton Waikerie (DC),29 East Terrace,Loxton,South Australia,5,20150212,,-34.450971,140.569397
311,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,311,District Council of Mallala,Operational,Mallala (DC),2A Wasleys Road,Mallala,South Australia,5,20150212,,-34.438162,138.510994
312,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,312,City of Marion,Operational,Marion (C),245 Sturt Road,Sturt,South Australia,5,20150212,,-35.0178779999999,138.55171
313,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,313,Mid Murray Council,Operational,Mid Murray (DC),49 Adelaide Road,Mannum,South Australia,5,20150212,,-34.914384,139.303016
314,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,314,Mitcham City Council,Operational,Mitcham (C),131 Belair Road,Torrens Park,South Australia,5,20150212,,-34.976694,138.6097
315,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,315,District Council of Mount Barker,Operational,Mount Barker (DC),6 Dutton Road,Mount Barker,South Australia,5,20150212,,-35.0679969999999,138.865283
316,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,316,City of Mount Gambier,Operational,Mount Gambier (C),10 Watson Terrace,Mount Gambier,South Australia,5,20150212,,-37.830143,140.78136
317,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,317,District Council of Mount Remarkable,Operational,Mount Remarkable (DC),Stuart Street,Melrose,South Australia,5,20150212,,-32.826336,138.186873
318,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,318,Rural City of Murray Bridge,Operational,Murray Bridge (RC),2 Seventh Street,Murray Bridge,South Australia,5,20150212,,-35.120647,139.275711
319,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,319,Naracoorte Lucindale Council - Headquarters,Operational,Naracoorte Lucindale (DC),DeGaris Place,Naracoorte,South Australia,5,20150212,,-36.955009,140.744583
320,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,320,Naracoorte Lucindale Council - Lucindale Office,Operational,Naracoorte Lucindale (DC),34 Musgrave Avenue,Lucindale,South Australia,5,20150212,,-36.972747,140.369113
321,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,321,Northern Areas Council,Operational,Northern Areas (DC),94 Ayr Street,Jamestown,South Australia,5,20150212,,-33.2048589999999,138.60238
322,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,322,The City Of Norwood Payneham & St Peters,Operational,Norwood Payneham St Peters (C),175 The Parade,Norwood,South Australia,5,20150212,,-34.920925,138.636334
323,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,323,City of Onkaparinga - Headquarters,Operational,Onkaparinga (C),Ramsay Place,Noarlunga Centre,South Australia,5,20150212,,-35.140006,138.495445
324,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,324,City of Onkaparinga - Aberfoyle Park Office,Operational,Onkaparinga (C),The Hub,Aberfoyle Park,South Australia,3,20150212,,-35.0742959999999,138.593296
325,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,325,City of Onkaparinga - Willunga Office,Operational,Onkaparinga (C),St Peters Terrace,Willunga,South Australia,4,20150212,,-35.27189,138.554868
326,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,326,City of Onkaparinga - Woodcroft Office,Operational,Onkaparinga (C),175 Bains Road,Morphett Vale,South Australia,4,20150212,,-35.114167,138.544903
327,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,327,District Council of Orroroo-Carrieton,Operational,Orroroo-Carrieton (DC),17 Second Street,Orroroo,South Australia,5,20150212,,-32.73369,138.613156
328,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,328,District Council of Peterborough,Operational,Peterborough (DC),108 Main Street,Peterborough,South Australia,5,20150212,,-32.973423,138.838155
329,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,329,City of Playford,Operational,Playford (C),12 Bishopstone Road,Davoren Park,South Australia,2,20150212,,-34.700458,138.669509
330,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,330,City of Port Adelaide Enfield,Operational,Port Adelaide Enfield (C),163 St Vincent Street,Port Adelaide,South Australia,5,20150212,,-34.844307,138.503858
331,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,331,Port Augusta City Council,Operational,Port Augusta (C),4 Mackay Street,Port Augusta,South Australia,5,20150212,,-32.490833,137.76403
332,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,332,City of Port Lincoln,Operational,Port Lincoln (C),Level 1  60 Tasman Terrace,Port Lincoln,South Australia,4,20150212,,-34.719756,135.857333
333,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,333,Port Pirie Regional Council,Operational,Port Pirie City and Dists (M),115 Ellen Street,Port Pirie,South Australia,5,20150212,,-33.1774609999999,138.010687
334,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,334,City of Prospect,Operational,Prospect (C),128 Prospect Road,Prospect,South Australia,5,20150212,,-34.8860989999999,138.593777
335,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,335,District Council of Renmark Paringa,Operational,Renmark Paringa (DC),61 Eighteenth Street,Renmark,South Australia,5,20150212,,-34.1784509999999,140.747925
336,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,336,District Council of Robe,Operational,Robe (DC),Royal Circus,Robe,South Australia,5,20150212,,-37.1626939999999,139.75269
337,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,337,Municipal Council of Roxby Downs,Operational,Roxby Downs (M),Richardson Place,Roxby Downs,South Australia,2,20150212,,-30.5622979999999,136.89593
338,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,338,City of Salisbury,Operational,Salisbury (C),12 James Street,Salisbury,South Australia,4,20150212,,-34.761153,138.644532
339,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,339,Southern Mallee District Council,Operational,Southern Mallee (DC),Day Street,Pinnaroo,South Australia,5,20150212,,-35.261253,140.908708
340,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,340,District Council of Streaky Bay,Operational,Streaky Bay (DC),29 Alfred Terrace,Streaky Bay,South Australia,5,20150212,,-32.7959729999999,134.212008
341,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,341,Tatiara District Council,Operational,Tatiara (DC),43 Woolshed Street,Bordertown,South Australia,5,20150212,,-36.31082,140.773296
342,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,342,City of Tea Tree Gully Council,Operational,Tea Tree Gully (C),571 Montague Road,Modbury,South Australia,5,20150212,,-34.828334,138.690232
343,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,343,District Council of Tumby Bay,Operational,Tumby Bay (DC),Corner West Terrace and Mortlock Street,Tumby Bay,South Australia,5,20150212,,-34.3760639999999,136.100665
344,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,344,City of Unley,Operational,Unley (C),181 Unley Road,Unley,South Australia,5,20150212,,-34.950686,138.607814
345,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,345,City of Victor Harbor,Operational,Victor Harbor (C),1 Bay Road,Victor Harbor,South Australia,5,20150212,,-35.557217,138.611044
346,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,346,Wakefield Regional Council,Operational,Wakefield (DC),Scotland Street,Balaklava,South Australia,5,20150212,,-34.146114,138.413055
347,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,347,Town of Walkerville,Operational,Walkerville (M),66 Walkerville Terrace,Gilberton,South Australia,5,20150212,,-34.8975359999999,138.614589
348,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,348,Wattle Range Council - Headquarters,Operational,Wattle Range (DC),George Street,Millicent,South Australia,5,20150212,,-37.59293,140.350183
349,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,349,Wattle Range Council - Beachport Office,Operational,Wattle Range (DC),Millicent Road,Beachport,South Australia,5,20150212,,-37.480284,140.013367
350,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,350,Wattle Range Council - Penola Office,Operational,Wattle Range (DC),27 Arthur Street,Penola,South Australia,5,20150212,,-37.377654,140.837826
351,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,351,City of West Torrens,Operational,West Torrens (C),165 Sir Donald Bradman Drive,Hilton,South Australia,5,20150212,,-34.932469,138.561941
352,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,352,District Council of Yankalilla,Operational,Yankalilla (DC),1 Charles Street,Yankalilla,South Australia,5,20150212,,-35.4572249999999,138.350836
353,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,353,District Council of Yorke Peninsula,Operational,Yorke Peninsula (DC),8 Elizabeth Street,Maitland,South Australia,5,20150212,,-34.374969,137.675237
354,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,354,Whyalla City Council,Operational,Whyalla (C),Darling Terrace,Whyalla,South Australia,5,20141203,,-33.0344679999999,137.585415
355,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,355,Break O'Day Council,Operational,Break O'Day (M),Steele Street,St Helens,Tasmania,5,20120206,,-41.325863,148.248145
356,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,356,Brighton Council,Operational,Brighton (M),1 Tivoli Road,Old Beach,Tasmania,5,20141204,,-42.751065,147.278182
357,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,357,Central Coast Council,Operational,Central Coast (M),19 King Edward Street,Ulverstone,Tasmania,5,20120206,,-41.1560299999999,146.172419
358,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,358,Central Highlands Council,Operational,Central Highlands (M),6 Tarleton Street,Hamilton,Tasmania,5,20120206,,-42.5600939999999,146.829727
359,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,359,Circular Head Council,Operational,Circular Head (M),33 Goldie Street,Smithton,Tasmania,5,20120206,,-40.8436869999999,145.127074
360,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,360,Burnie City Council,Operational,Burnie (C),80 Wilson Street,Burnie,Tasmania,5,20120206,,-41.053149,145.90581
361,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,361,Clarence City Council,Operational,Clarence (C),38 Bligh Street,Clarence,Tasmania,5,20120206,,-42.8645069999999,147.368604
362,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,362,Devonport City Council,Operational,Devonport (C),44-48 Best Street,Devonport,Tasmania,5,20120206,,-41.177758,146.359234
363,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,363,Glenorchy City Council,Operational,Glenorchy (C),374 Main Road,Glenorchy,Tasmania,5,20120206,,-42.833682,147.274948
364,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,364,Hobart City Council,Operational,Hobart (C),Davey Street,Hobart,Tasmania,5,20120206,,-42.883451,147.331306
365,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,365,Launceston City Council,Operational,Launceston (C),St John Street,Launceston,Tasmania,5,20120206,,-41.435507,147.137217
366,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,366,Derwent Valley Council,Operational,Derwent Valley (M),Circle Street,New Norfolk,Tasmania,5,20120206,,-42.7816139999999,147.060649
367,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,367,Dorset Council,Operational,Dorset (M),3 Ellenor Street,Scottsdale,Tasmania,5,20120206,,-41.158531,147.516619
368,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,368,Flinders Council,Operational,Flinders (M),4 Davies Street,Whitemark,Tasmania,3,20120206,,-40.1222759999999,148.016752
369,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,369,George Town Council,Operational,George Town (M),16-18 Anne Street,George Town,Tasmania,5,20120206,,-41.1052989999999,146.823199
370,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,370,Glamorgan-Spring Bay Council,Operational,Glamorgan-Spring Bay (M),Corner Vicary Street and Henry Street,Triabunna,Tasmania,5,20120206,,-42.507888,147.917107
371,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,371,Huon Valley Council,Operational,Huon Valley (M),40 Main Street,Huonville,Tasmania,5,20120206,,-43.030541,147.048974
372,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,372,Kentish Council,Operational,Kentish (M),69 High Street,Sheffield,Tasmania,5,20120206,,-41.379717,146.3264
373,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,373,King Island Council,Operational,King Island (M),10 George Street,Currie,Tasmania,3,20120206,,-39.9297979999999,143.854369
374,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,374,Kingborough Council,Operational,Kingborough (M),15 Channel Highway,Kingston,Tasmania,5,20120206,,-42.975632,147.311488
375,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,375,Latrobe Council,Operational,Latrobe (M),170 Gilbert Street,Latrobe,Tasmania,5,20120206,,-41.2363579999999,146.415552
376,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,376,Meander Valley Council,Operational,Meander Valley (M),26 Lyall Street,Westbury,Tasmania,5,20120206,,-41.527979,146.830646
377,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,377,Northern Midlands Council,Operational,Northern Midlands (M),13 Smith Street,Longford,Tasmania,5,20120206,,-41.5929619999999,147.118656
378,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,378,Sorell Council,Operational,Sorell (M),47 Cole Street,Sorell,Tasmania,3,20120206,,-42.78027,147.560963
379,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,379,South Midlands Council,Operational,Southern Midlands (M),71 High Street,Oatlands,Tasmania,3,20120206,,-42.299898,147.371962
380,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,380,Tasman Council,Operational,Tasman (M),1713 Main Road,Nubeena,Tasmania,4,20120206,,-43.105089,147.744049
381,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,381,Waratah-Wynyard Council,Operational,Waratah-Wynyard (M),21 Saunders Street,Wynyard,Tasmania,5,20120206,,-40.990447,145.726293
382,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,382,West Coast Council,Operational,West Coast (M),11 Sticht Street,Queenstown,Tasmania,3,20120206,,-42.078853,145.556481
383,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,383,West Tamar Council - Headquarters,Operational,West Tamar (M),West Street,Beaconsfield,Tasmania,5,20120206,,-41.200971,146.814221
384,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,384,West Tamar Council - Office,Operational,West Tamar (M),Eden Street,Riverside,Tasmania,5,20120206,,-41.41484,147.103394
385,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,385,Alpine Shire Council,Operational,Alpine (S),Great Alpine Road,Bright,Victoria,3,20141207,,-36.728316,146.968649
386,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,386,Ararat Rural City Council,Operational,Ararat (RC),Corner Vincent Street and High Street,Ararat,Victoria,5,20140209,,-37.282792,142.931395
387,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,387,City of Ballarat,Operational,Ballarat (C),25 Armstrong Street South,Ballarat,Victoria,3,20140209,,-37.563172,143.856381
388,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,388,Banyule City Council,Operational,Banyule (C),44 Turnham Avenue,Rosanna,Victoria,4,20140209,,-37.7432959999999,145.06715
389,Council Office,A facility where a Local Government’s main council operations are regularly performed,Council Office,389,Bass Coast Shire Council,Operational,Bass Coast (S),76 McBride Avenue,Wonthaggi,Victoria,4,20140209,,-38.607895,145.590899
